,HUNDRED_BLOCK,HUNDRED_BLOCK_GEOCODED
23965,87TH AVE / 168TH ST,"[-122.7566306, 49.1610426]"
23966,87TH AVE / 192ND ST,"[-122.690586, 49.1609768]"
23967,88 AVE / 120TH ST,"[-122.8904142, 49.163209]"
23968,8800  120TH ST,"[-122.8902196, 49.1632081]"
23969,8800  128TH ST,"[-122.8679519, 49.1627983]"
23970,8800  160TH ST,"[-122.7788151, 49.1627501]"
23971,8800  168TH ST,"[-122.7565849, 49.1628387]"
23972,8800 120TH ST,"[-122.8902196, 49.1632081]"
23973,8800 120TH ST ,"[-122.8902196, 49.1632081]"
23974,8800 120TH ST     ,"[-122.8902196, 49.1632081]"
23975,8800 126TH ST,"[-122.8734959, 49.1629049]"
23976,8800 126TH ST ,"[-122.8734959, 49.1629049]"
23977,8800 126TH ST     ,"[-122.8734959, 49.1629049]"
23978,8800 127TH ST,"[-122.8711748, 49.1627622]"
23979,8800 127TH ST ,"[-122.8711748, 49.1627622]"
23980,8800 127TH ST     ,"[-122.8711748, 49.1627622]"
23981,8800 128TH ST,"[-122.8679519, 49.1627983]"
23982,8800 128TH ST ,"[-122.8679519, 49.1627983]"
23983,8800 128TH ST     ,"[-122.8679519, 49.1627983]"
23984,8800 131ST ST,"[-122.8599413, 49.1633925]"
23985,8800 131ST ST ,"[-122.8599413, 49.1633925]"
23986,8800 131ST ST     ,"[-122.8599413, 49.1633925]"
23987,8800 132B ST,"[-122.8555521, 49.1634912]"
23988,8800 132B ST ,"[-122.8555521, 49.1634912]"
23989,8800 132B ST     ,"[-122.8555521, 49.1634912]"
23990,8800 132ND ST,"[-122.85687, 49.1626345]"
23991,8800 132ND ST ,"[-122.85687, 49.1626345]"
23992,8800 133A ST,"[-122.8526545, 49.1635609]"
23993,8800 133A ST ,"[-122.8526545, 49.1635609]"
23994,8800 133RD ST ,"[-122.8542605, 49.1332181]"
23995,8800 134A ST,"[-122.8505463, 49.165518]"
23996,8800 134A ST ,"[-122.8505463, 49.165518]"
23997,8800 134A ST     ,"[-122.8505463, 49.165518]"
23998,8800 134B ST,"[-122.8492556, 49.162712]"
23999,8800 134B ST ,"[-122.8492556, 49.162712]"
24000,8800 134B ST     ,"[-122.8492556, 49.162712]"
24001,8800 138A ST,"[-122.8388791, 49.1628422]"
24002,8800 138A ST ,"[-122.8388791, 49.1628422]"
24003,8800 138A ST     ,"[-122.8388791, 49.1628422]"
24004,8800 139A ST,"[-122.8360963, 49.162846]"
24005,8800 139A ST ,"[-122.8360963, 49.162846]"
24006,8800 139A ST     ,"[-122.8360963, 49.162846]"
24007,8800 139TH ST,"[-122.8374777, 49.1628441]"
24008,8800 139TH ST ,"[-122.8374777, 49.1628441]"
24009,8800 139TH ST     ,"[-122.8374777, 49.1628441]"
24010,8800 140A ST,"[-122.8334562, 49.1628386]"
24011,8800 140A ST ,"[-122.8334562, 49.1628386]"
24012,8800 140A ST     ,"[-122.8334562, 49.1628386]"
24013,8800 140B ST ,"[-122.832472, 49.1637204]"
24014,8800 140B ST     ,"[-122.832472, 49.1637204]"
24015,8800 140TH ST,"[-122.8345303, 49.1628403]"
24016,8800 140TH ST ,"[-122.8345303, 49.1628403]"
24017,8800 140TH ST     ,"[-122.8345303, 49.1628403]"
24018,8800 141A ST,"[-122.8309112, 49.1628741]"
24019,8800 141A ST ,"[-122.8309112, 49.1628741]"
24020,8800 141A ST     ,"[-122.8309112, 49.1628741]"
24021,8800 141B ST,"[-122.8295864, 49.1637133]"
24022,8800 141B ST ,"[-122.8295864, 49.1637133]"
24023,8800 141B ST     ,"[-122.8295864, 49.1637133]"
24024,8800 142A ST,"[-122.8276565, 49.1628908]"
24025,8800 142A ST ,"[-122.8276565, 49.1628908]"
24026,8800 142A ST     ,"[-122.8276565, 49.1628908]"
24027,8800 143A ST,"[-122.824614, 49.1637258]"
24028,8800 143RD ST ,"[-122.8261604, 49.1636743]"
24029,8800 143RD ST     ,"[-122.8261604, 49.1636743]"
24030,8800 144TH ST,"[-122.8233774, 49.1629127]"
24031,8800 144TH ST ,"[-122.8233774, 49.1629127]"
24032,8800 146A ST,"[-122.8165479, 49.1636467]"
24033,8800 146A ST ,"[-122.8165479, 49.1636467]"
24034,8800 146A ST     ,"[-122.8165479, 49.1636467]"
24035,8800 146TH ST,"[-122.8178425, 49.1637533]"
24036,8800 146TH ST ,"[-122.8178425, 49.1637533]"
24037,8800 146TH ST     ,"[-122.8178425, 49.1637533]"
24038,8800 148TH ST,"[-122.8123254, 49.1646305]"
24039,8800 148TH ST ,"[-122.8123254, 49.1646305]"
24040,8800 148TH ST     ,"[-122.8123254, 49.1646305]"
24041,8800 149TH ST,"[-122.8086238, 49.149644]"
24042,8800 149TH ST ,"[-122.8086238, 49.149644]"
24043,8800 149TH ST     ,"[-122.8086238, 49.149644]"
24044,8800 150A ST ,"[-122.8054895, 49.1637455]"
24045,8800 150A ST     ,"[-122.8054895, 49.1637455]"
24046,8800 150TH ST,"[-122.8069075, 49.1628838]"
24047,8800 150TH ST ,"[-122.8069075, 49.1628838]"
24048,8800 150TH ST     ,"[-122.8069075, 49.1628838]"
24049,8800 151ST ST,"[-122.8042197, 49.1628904]"
24050,8800 151ST ST ,"[-122.8042197, 49.1628904]"
24051,8800 151ST ST     ,"[-122.8042197, 49.1628904]"
24052,8800 152A ST,"[-122.799681, 49.1628767]"
24053,8800 152A ST ,"[-122.799681, 49.1628767]"
24054,8800 152A ST     ,"[-122.799681, 49.1628767]"
24055,8800 152ND ST,"[-122.8013749, 49.1628868]"
24056,8800 152ND ST ,"[-122.8013749, 49.1628868]"
24057,8800 152ND ST     ,"[-122.8013749, 49.1628868]"
24058,8800 154TH ST,"[-122.7950688, 49.163675]"
24059,8800 154TH ST ,"[-122.7950688, 49.163675]"
24060,8800 156A ST,"[-122.7885945, 49.1627969]"
24061,8800 156A ST ,"[-122.7885945, 49.1627969]"
24062,8800 156A ST     ,"[-122.7885945, 49.1627969]"
24063,8800 156TH ST,"[-122.7901135, 49.1645282]"
24064,8800 156TH ST ,"[-122.7901135, 49.1645282]"
24065,8800 156TH ST     ,"[-122.7901135, 49.1645282]"
24066,8800 157A ST,"[-122.7858386, 49.1636906]"
24067,8800 157A ST ,"[-122.7858386, 49.1636906]"
24068,8800 157A ST     ,"[-122.7858386, 49.1636906]"
24069,8800 157TH ST,"[-122.7873563, 49.163283]"
24070,8800 157TH ST ,"[-122.7873563, 49.163283]"
24071,8800 157TH ST     ,"[-122.7873563, 49.163283]"
24072,8800 158TH ST,"[-122.7844591, 49.1636724]"
24073,8800 158TH ST ,"[-122.7844591, 49.1636724]"
24074,8800 158TH ST     ,"[-122.7844591, 49.1636724]"
24075,8800 159A ST     ,"[-122.780247, 49.1637529]"
24076,8800 160A ST,"[-122.777589, 49.1633888]"
24077,8800 160A ST ,"[-122.777589, 49.1633888]"
24078,8800 160A ST     ,"[-122.777589, 49.1633888]"
24079,8800 160TH ST,"[-122.7788151, 49.1627501]"
24080,8800 160TH ST ,"[-122.7788151, 49.1627501]"
24081,8800 160TH ST     ,"[-122.7788151, 49.1627501]"
24082,8800 162ND ST ,"[-122.7731799, 49.163303]"
24083,8800 162ND ST     ,"[-122.7731799, 49.163303]"
24084,8800 164A ST,"[-122.7662872, 49.1585431]"
24085,8800 164A ST ,"[-122.7662872, 49.1585431]"
24086,8800 164TH ST,"[-122.7676573, 49.1628088]"
24087,8800 164TH ST ,"[-122.7676573, 49.1628088]"
24088,8800 165TH ST,"[-122.7647639, 49.1628219]"
24089,8800 165TH ST ,"[-122.7647639, 49.1628219]"
24090,8800 165TH ST     ,"[-122.7647639, 49.1628219]"
24091,8800 168TH ST ,"[-122.7565849, 49.1628387]"
24092,8800 168TH ST     ,"[-122.7565849, 49.1628387]"
24093,8800 176TH ST,"[-122.7338219, 49.2164375]"
24094,8800 176TH ST     ,"[-122.7338219, 49.2164375]"
24095,8800 184TH ST ,"[-122.7127122, 49.1628283]"
24096,8800 184TH ST     ,"[-122.7127122, 49.1628283]"
24097,8800 185TH ST     ,"[-122.7102708, 49.1628391]"
24098,8800 192ND ST,"[-122.6905345, 49.1628187]"
24099,8800 192ND ST ,"[-122.6905345, 49.1628187]"
24100,8800 BLOCK 120TH ST,"[-122.8902196, 49.1632081]"
24101,8800 BLOCK 140TH ST,"[-122.8345303, 49.1628403]"
24102,8800 BLOCK 152ND ST    ,"[-122.8013749, 49.1628868]"
24103,8800 EDINBURGH DR,"[-122.8578403, 49.1639431]"
24104,8800 EDINBURGH DR ,"[-122.8578403, 49.1639431]"
24105,8800 EDINBURGH DR     ,"[-122.8578403, 49.1639431]"
24106,8800 GREENOCK PL,"[-122.8650951, 49.1641849]"
24107,8800 GREENOCK PL ,"[-122.8650951, 49.1641849]"
24108,8800 GREENOCK PL     ,"[-122.8650951, 49.1641849]"
24109,8800 HARVIE RD,"[-122.6988199, 49.1628278]"
24110,8800 HARVIE RD ,"[-122.6988199, 49.1628278]"
24111,8800 JEDBURGH PL,"[-122.8637665, 49.1645102]"
24112,8800 JEDBURGH PL ,"[-122.8637665, 49.1645102]"
24113,8800 JEDBURGH PL     ,"[-122.8637665, 49.1645102]"
24114,8800 KING GEORGE BLVD,"[-122.8456206, 49.1627992]"
24115,8800 LAUDER DR,"[-122.8416248, 49.1636554]"
24116,8800 LAUDER DR ,"[-122.8416248, 49.1636554]"
24117,8800 QUEEN MARY BLVD,"[-122.8623739, 49.1626156]"
24118,8800 QUEEN MARY BLVD    ,"[-122.8623739, 49.1626156]"
24119,8800 ROSLIN PL,"[-122.8402024, 49.1636449]"
24120,8800 ROSLIN PL ,"[-122.8402024, 49.1636449]"
24121,8800 URSUS CRES,"[-122.8416798, 49.1636913]"
24122,8800 URSUS CRES ,"[-122.8416798, 49.1636913]"
24123,8800 URSUS CRES     ,"[-122.8416798, 49.1636913]"
24124,88A AVE / 126TH ST,"[-122.8735343, 49.1637599]"
24125,88A AVE / 133A ST,"[-122.8527093, 49.1635612]"
24126,88A AVE / 141A ST,"[-122.8309774, 49.1637111]"
24127,88A AVE / 150TH ST,"[-122.8069716, 49.1637451]"
24128,88A AVE / 160TH ST,"[-122.7788665, 49.1637485]"
24129,88TH AVE / 120TH ST,"[-122.8904142, 49.163209]"
24130,88TH AVE / 124A ST,"[-122.8774306, 49.1631098]"
24131,88TH AVE / 124TH ST,"[-122.8790831, 49.1632253]"
24132,88TH AVE / 126TH ST,"[-122.8735438, 49.1629051]"
24133,88TH AVE / 127TH ST,"[-122.8712296, 49.1627613]"
24134,88TH AVE / 128TH ST,"[-122.8680762, 49.1625795]"
24135,88TH AVE / 129TH ST,"[-122.8653257, 49.1625841]"
24136,88TH AVE / 130TH ST,"[-122.8624184, 49.1626148]"
24137,88TH AVE / 131ST ST,"[-122.8599898, 49.1626232]"
24138,88TH AVE / 132ND ST,"[-122.856918, 49.1626345]"
24139,88TH AVE / 133A ST,"[-122.8527816, 49.1626758]"
24140,88TH AVE / 134A ST,"[-122.8505875, 49.1627017]"
24141,88TH AVE / 134B ST,"[-122.8493104, 49.1627121]"
24142,88TH AVE / 138A ST,"[-122.8389339, 49.1628422]"
24143,88TH AVE / 139A ST,"[-122.8361408, 49.1628458]"
24144,88TH AVE / 139TH ST,"[-122.8375325, 49.1628443]"
24145,88TH AVE / 140TH ST,"[-122.8347002, 49.1628413]"
24146,88TH AVE / 141A ST,"[-122.830966, 49.1628737]"
24147,88TH AVE / 142A ST,"[-122.8277113, 49.1628905]"
24148,88TH AVE / 144TH ST,"[-122.8237331, 49.1630435]"
24149,88TH AVE / 145TH ST,"[-122.8206907, 49.1628023]"
24150,88TH AVE / 146TH ST,"[-122.8178994, 49.1629208]"
24151,88TH AVE / 148TH ST,"[-122.8123847, 49.1628648]"
24152,88TH AVE / 150TH ST,"[-122.8069623, 49.1628835]"
24153,88TH AVE / 151ST ST,"[-122.8042745, 49.1628902]"
24154,88TH AVE / 152A ST,"[-122.7997357, 49.1628779]"
24155,88TH AVE / 152ND ST,"[-122.8015621, 49.1627971]"
24156,88TH AVE / 154A ST,"[-122.7948501, 49.1627461]"
24157,88TH AVE / 154TH ST,"[-122.7961435, 49.1628783]"
24158,88TH AVE / 156TH ST,"[-122.790171, 49.1628004]"
24159,88TH AVE / 157TH ST,"[-122.7874333, 49.1627953]"
24160,88TH AVE / 158TH ST,"[-122.78519, 49.1627779]"
24161,88TH AVE / 159TH ST,"[-122.7820265, 49.1627644]"
24162,88TH AVE / 160A ST,"[-122.7776841, 49.1627472]"
24163,88TH AVE / 160TH ST,"[-122.7788631, 49.16275]"
24164,88TH AVE / 161ST ST,"[-122.7760176, 49.1627558]"
24165,88TH AVE / 162ND ST,"[-122.7732059, 49.1627707]"
24166,88TH AVE / 164TH ST,"[-122.7677121, 49.1628078]"
24167,88TH AVE / 168TH ST,"[-122.7566328, 49.1628385]"
24168,88TH AVE / 176TH ST,"[-122.7348034, 49.1626021]"
24169,88TH AVE / 184TH ST,"[-122.7127602, 49.1628287]"
24170,88TH AVE / 187TH ST,"[-122.7053485, 49.1628372]"
24171,88TH AVE / 192ND ST,"[-122.6905893, 49.1628188]"
24172,88TH AVE / FRASER HWY,"[-122.7937575, 49.1630821]"
24173,88TH AVE / HARVIE RD,"[-122.6988552, 49.1628491]"
24174,88TH AVE / HOLT RD,"[-122.8877315, 49.1632036]"
24175,88TH AVE / INDUSTRIAL ACCESS RD,"[-122.8823434, 49.1632459]"
24176,88TH AVE / KING GEORGE BLVD,"[-122.8459086, 49.1627972]"
24177,88TH AVE / LAUDER DR,"[-122.8416772, 49.1628236]"
24178,88TH AVE / MALL ACCESS,"[-122.8762188, 49.1630458]"
24179,88TH AVE / NORDEL WAY,"[-122.8848919, 49.1628593]"
24180,88TH AVE / PARK ACCESS RD,"[-122.8409943, 49.1627243]"
24181,88TH AVE / QUEEN MARY BLVD,"[-122.8624184, 49.1626148]"
24182,8900  120TH ST,"[-122.8901898, 49.1649922]"
24183,8900  134TH ST,"[-122.8512865, 49.1654793]"
24184,8900  HOLT RD,"[-122.8876853, 49.163223]"
24185,8900 120TH ST,"[-122.8901898, 49.1649922]"
24186,8900 120TH ST ,"[-122.8901898, 49.1649922]"
24187,8900 120TH ST     ,"[-122.8901898, 49.1649922]"
24188,8900 126TH ST,"[-122.8735022, 49.1646466]"
24189,8900 126TH ST ,"[-122.8735022, 49.1646466]"
24190,8900 126TH ST     ,"[-122.8735022, 49.1646466]"
24191,8900 128TH ST,"[-122.8675194, 49.1645153]"
24192,8900 128TH ST ,"[-122.8675194, 49.1645153]"
24193,8900 128TH ST     ,"[-122.8675194, 49.1645153]"
24194,8900 130B ST,"[-122.8601016, 49.1651812]"
24195,8900 130B ST ,"[-122.8601016, 49.1651812]"
24196,8900 132ND ST,"[-122.8568639, 49.1647131]"
24197,8900 132ND ST ,"[-122.8568639, 49.1647131]"
24198,8900 132ND ST     ,"[-122.8568639, 49.1647131]"
24199,8900 134A ST,"[-122.8505417, 49.1645566]"
24200,8900 134A ST ,"[-122.8505417, 49.1645566]"
24201,8900 134B ST,"[-122.8492594, 49.1656507]"
24202,8900 134B ST ,"[-122.8492594, 49.1656507]"
24203,8900 134B ST     ,"[-122.8492594, 49.1656507]"
24204,8900 134TH ST ,"[-122.8512865, 49.1654793]"
24205,8900 135A ST,"[-122.8479812, 49.1641795]"
24206,8900 135A ST ,"[-122.8479812, 49.1641795]"
24207,8900 135A ST     ,"[-122.8479812, 49.1641795]"
24208,8900 138TH ST,"[-122.8401544, 49.1655721]"
24209,8900 138TH ST ,"[-122.8401544, 49.1655721]"
24210,8900 138TH ST     ,"[-122.8401544, 49.1655721]"
24211,8900 139A ST ,"[-122.8361129, 49.1646566]"
24212,8900 139A ST     ,"[-122.8361129, 49.1646566]"
24213,8900 140 ST ,"[-122.8346043, 49.1646526]"
24214,8900 140A ST,"[-122.8334875, 49.164727]"
24215,8900 140A ST ,"[-122.8334875, 49.164727]"
24216,8900 140A ST     ,"[-122.8334875, 49.164727]"
24217,8900 140B ST,"[-122.832397, 49.1645779]"
24218,8900 140TH ST,"[-122.8346043, 49.1646526]"
24219,8900 140TH ST ,"[-122.8346043, 49.1646526]"
24220,8900 140TH ST     ,"[-122.8346043, 49.1646526]"
24221,8900 141A ST,"[-122.8311893, 49.164665]"
24222,8900 141A ST ,"[-122.8311893, 49.164665]"
24223,8900 141A ST     ,"[-122.8311893, 49.164665]"
24224,8900 142A ST,"[-122.8276813, 49.1648012]"
24225,8900 142A ST ,"[-122.8276813, 49.1648012]"
24226,8900 142A ST     ,"[-122.8276813, 49.1648012]"
24227,8900 143A ST,"[-122.8246044, 49.1647767]"
24228,8900 143A ST ,"[-122.8246044, 49.1647767]"
24229,8900 143A ST     ,"[-122.8246044, 49.1647767]"
24230,8900 143RD ST,"[-122.8264107, 49.1648438]"
24231,8900 143RD ST ,"[-122.8264107, 49.1648438]"
24232,8900 144B ST,"[-122.8214759, 49.1663694]"
24233,8900 144B ST ,"[-122.8214759, 49.1663694]"
24234,8900 144B ST     ,"[-122.8214759, 49.1663694]"
24235,8900 144TH ST ,"[-122.8233583, 49.1655595]"
24236,8900 145A ST,"[-122.8190684, 49.1663855]"
24237,8900 145A ST ,"[-122.8190684, 49.1663855]"
24238,8900 145TH ST,"[-122.820272, 49.1663685]"
24239,8900 145TH ST ,"[-122.820272, 49.1663685]"
24240,8900 146A ST,"[-122.8165254, 49.1646372]"
24241,8900 146A ST ,"[-122.8165254, 49.1646372]"
24242,8900 146A ST     ,"[-122.8165254, 49.1646372]"
24243,8900 146TH ST,"[-122.8178433, 49.164703]"
24244,8900 146TH ST ,"[-122.8178433, 49.164703]"
24245,8900 146TH ST     ,"[-122.8178433, 49.164703]"
24246,8900 147A ST,"[-122.8135459, 49.165498]"
24247,8900 147A ST ,"[-122.8135459, 49.165498]"
24248,8900 147A ST     ,"[-122.8135459, 49.165498]"
24249,8900 148TH ST,"[-122.8123254, 49.1646305]"
24250,8900 148TH ST ,"[-122.8123254, 49.1646305]"
24251,8900 148TH ST     ,"[-122.8123254, 49.1646305]"
24252,8900 149TH ST,"[-122.8099246, 49.1656091]"
24253,8900 149TH ST ,"[-122.8099246, 49.1656091]"
24254,8900 149TH ST     ,"[-122.8099246, 49.1656091]"
24255,8900 150A ST,"[-122.8054672, 49.1646485]"
24256,8900 150A ST ,"[-122.8054672, 49.1646485]"
24257,8900 150A ST     ,"[-122.8054672, 49.1646485]"
24258,8900 150TH ST,"[-122.8068909, 49.1646492]"
24259,8900 150TH ST ,"[-122.8068909, 49.1646492]"
24260,8900 150TH ST     ,"[-122.8068909, 49.1646492]"
24261,8900 151ST ST,"[-122.8040943, 49.1664899]"
24262,8900 151ST ST ,"[-122.8040943, 49.1664899]"
24263,8900 151ST ST     ,"[-122.8040943, 49.1664899]"
24264,8900 152A ST ,"[-122.7997041, 49.1244489]"
24265,8900 152ND ST,"[-122.800596, 49.1646425]"
24266,8900 152ND ST ,"[-122.800596, 49.1646425]"
24267,8900 152ND ST     ,"[-122.800596, 49.1646425]"
24268,8900 154TH ST,"[-122.7948252, 49.1647166]"
24269,8900 154TH ST ,"[-122.7948252, 49.1647166]"
24270,8900 154TH ST     ,"[-122.7948252, 49.1647166]"
24271,8900 155A ST,"[-122.7914082, 49.164627]"
24272,8900 155A ST     ,"[-122.7914082, 49.164627]"
24273,8900 156A ST,"[-122.7885618, 49.1646574]"
24274,8900 156A ST ,"[-122.7885618, 49.1646574]"
24275,8900 156A ST     ,"[-122.7885618, 49.1646574]"
24276,8900 156TH ST,"[-122.7901135, 49.1645281]"
24277,8900 156TH ST ,"[-122.7901135, 49.1645281]"
24278,8900 156TH ST     ,"[-122.7901135, 49.1645281]"
24279,8900 157TH ST,"[-122.7872045, 49.1652133]"
24280,8900 157TH ST ,"[-122.7872045, 49.1652133]"
24281,8900 157TH ST     ,"[-122.7872045, 49.1652133]"
24282,8900 158TH ST ,"[-122.7844639, 49.164694]"
24283,8900 160A ST     ,"[-122.777243, 49.1659462]"
24284,8900 160B ST ,"[-122.7767024, 49.1645588]"
24285,8900 160B ST     ,"[-122.7767024, 49.1645588]"
24286,8900 160TH ST,"[-122.7788239, 49.1650583]"
24287,8900 160TH ST ,"[-122.7788239, 49.1650583]"
24288,8900 160TH ST     ,"[-122.7788239, 49.1650583]"
24289,8900 161A ST,"[-122.7750472, 49.1651902]"
24290,8900 161A ST ,"[-122.7750472, 49.1651902]"
24291,8900 161A ST     ,"[-122.7750472, 49.1651902]"
24292,8900 161ST ST ,"[-122.7760604, 49.1657983]"
24293,8900 161ST ST     ,"[-122.7760604, 49.1657983]"
24294,8900 162ND ST,"[-122.7731696, 49.1644569]"
24295,8900 162ND ST ,"[-122.7731696, 49.1644569]"
24296,8900 162ND ST     ,"[-122.7731696, 49.1644569]"
24297,8900 168TH ST,"[-122.7565985, 49.1647445]"
24298,8900 168TH ST ,"[-122.7565985, 49.1647445]"
24299,8900 176TH ST,"[-122.7338219, 49.2164375]"
24300,8900 176TH ST ,"[-122.7338219, 49.2164375]"
24301,8900 184TH ST,"[-122.712685, 49.1644762]"
24302,8900 184TH ST ,"[-122.712685, 49.1644762]"
24303,8900 184TH ST     ,"[-122.712685, 49.1644762]"
24304,8900 187TH ST,"[-122.7052878, 49.1645065]"
24305,8900 189TH ST ,"[-122.6993483, 49.1645835]"
24306,8900 192ND ST,"[-122.6905247, 49.164647]"
24307,8900 192ND ST ,"[-122.6905247, 49.164647]"
24308,8900 BLOCK 120TH ST,"[-122.8901898, 49.1649922]"
24309,8900 BLOCK 128TH ST,"[-122.8675194, 49.1645153]"
24310,8900 CRICHTON DR,"[-122.840957, 49.1649615]"
24311,8900 CRICHTON DR ,"[-122.840957, 49.1649615]"
24312,8900 CRICHTON DR     ,"[-122.840957, 49.1649615]"
24313,8900 EDINBURGH DR,"[-122.8588678, 49.1644859]"
24314,8900 EDINBURGH DR ,"[-122.8588678, 49.1644859]"
24315,8900 EDINBURGH DR     ,"[-122.8588678, 49.1644859]"
24316,8900 FLEETWOOD WAY,"[-122.7973782, 49.1658599]"
24317,8900 FLEETWOOD WAY ,"[-122.7973782, 49.1658599]"
24318,8900 FLEETWOOD WAY     ,"[-122.7973782, 49.1658599]"
24319,8900 HOLT RD,"[-122.8876853, 49.163223]"
24320,8900 HOLT RD ,"[-122.8876853, 49.163223]"
24321,8900 JEDBURGH PL,"[-122.8637679, 49.1644256]"
24322,8900 JEDBURGH PL ,"[-122.8637679, 49.1644256]"
24323,8900 KING GEORGE BLVD,"[-122.8456326, 49.1644516]"
24324,8900 KING GEORGE BLVD    ,"[-122.8456326, 49.1644516]"
24325,8900 LAUDER DR,"[-122.8413382, 49.1646073]"
24326,8900 LAUDER DR ,"[-122.8413382, 49.1646073]"
24327,8900 LINDSAY PL,"[-122.872038, 49.1654795]"
24328,8900 LINDSAY PL ,"[-122.872038, 49.1654795]"
24329,8900 LINDSAY PL     ,"[-122.872038, 49.1654795]"
24330,8900 QUEEN MARY BLVD,"[-122.8623927, 49.1642048]"
24331,8900 QUEEN MARY BLVD    ,"[-122.8623927, 49.1642048]"
24332,8900 URSUS CRES,"[-122.8440641, 49.1646005]"
24333,8900 URSUS CRES ,"[-122.8440641, 49.1646005]"
24334,8900 URSUS CRES     ,"[-122.8440641, 49.1646005]"
24335,89A AVE / 132ND ST,"[-122.8569104, 49.1653824]"
24336,89A AVE / 134TH ST,"[-122.8513413, 49.1654791]"
24337,89A AVE / 144TH ST,"[-122.8236503, 49.1656]"
24338,89A AVE / 151ST ST,"[-122.8042018, 49.1649857]"
24339,89A AVE / 160B ST,"[-122.7768507, 49.1650776]"
24340,89A AVE / LINDSAY PL,"[-122.8720928, 49.1654795]"
24341,89TH AVE / 126TH ST,"[-122.8735501, 49.164646]"
24342,89TH AVE / 132ND ST,"[-122.8569123, 49.164503]"
24343,89TH AVE / 139A ST,"[-122.8361574, 49.1646564]"
24344,89TH AVE / 140TH ST,"[-122.8346522, 49.1646527]"
24345,89TH AVE / 143RD ST,"[-122.8264542, 49.1648375]"
24346,89TH AVE / 146TH ST,"[-122.8178981, 49.164703]"
24347,89TH AVE / 148TH ST,"[-122.8123733, 49.1646306]"
24348,89TH AVE / 156TH ST,"[-122.7901614, 49.1645283]"
24349,8TH AVE / 163A ST,"[-122.7696396, 49.0165639]"
24350,8TH AVE / 164TH ST,"[-122.7682394, 49.0165636]"
24351,8TH AVE / 168TH ST,"[-122.7545686, 49.016643]"
24352,8TH AVE / 172ND ST,"[-122.7462978, 49.0166259]"
24353,8TH AVE / 176TH ST,"[-122.7353735, 49.0166536]"
24354,8TH AVE / 184TH ST,"[-122.7133675, 49.0167091]"
24355,8TH AVE / 188TH ST,"[-122.7022854, 49.0166078]"
24356,8TH AVE / 192ND ST,"[-122.691173, 49.016701]"
24357,8TH AVE / 8TH AVE OFRP,"[-129.9986503, 55.9388075]"
24358,8TH AVE / 8TH AVE ONRP,"[-129.9986503, 55.9388075]"
24359,8TH AVE / KING GEORGE BLVD,"[-122.7623487, 49.0167374]"
24360,8TH AVE OFRP / 8TH AVE,"[-129.9986503, 55.9388075]"
24361,8TH AVE OFRP / HWY 99,"[-122.7597542, 49.0167222]"
24362,8TH AVE ONRP / 8TH AVE,"[-129.9986503, 55.9388075]"
24363,8TH AVE ONRP / HWY 99,"[-122.7597542, 49.0167222]"
24364,900 160B ST,"[-122.777218, 49.0193805]"
24365,900 160B ST ,"[-122.777218, 49.0193805]"
24366,900 160B ST     ,"[-122.777218, 49.0193805]"
24367,900 160TH ST,"[-122.7792319, 49.0310673]"
24368,900 161A ST,"[-122.775502, 49.0183764]"
24369,900 161A ST ,"[-122.775502, 49.0183764]"
24370,900 161B ST ,"[-122.7743221, 49.0194521]"
24371,900 163RD ST,"[-122.7694212, 49.0192872]"
24372,900 163RD ST ,"[-122.7694212, 49.0192872]"
24373,900 163RD ST     ,"[-122.7694212, 49.0192872]"
24374,900 164A ST,"[-122.7666595, 49.0187458]"
24375,900 164A ST ,"[-122.7666595, 49.0187458]"
24376,900 164A ST     ,"[-122.7666595, 49.0187458]"
24377,900 164TH ST ,"[-122.76818, 49.0183878]"
24378,900 165A ST,"[-122.7639949, 49.0184326]"
24379,900 165A ST ,"[-122.7639949, 49.0184326]"
24380,900 165A ST     ,"[-122.7639949, 49.0184326]"
24381,900 166TH ST ,"[-122.7628445, 49.0167807]"
24382,900 168TH ST ,"[-122.7571946, 49.0184916]"
24383,900 176TH ST,"[-122.7351719, 49.0188133]"
24384,900 176TH ST     ,"[-122.7351719, 49.0188133]"
24385,900 BLOCK 176TH ST,"[-122.7351719, 49.0188133]"
24386,900 BLOCK KING GEORGE BLVD   ,"[-123.1402465, 49.3489903]"
24387,9000  120TH ST,"[-122.8901595, 49.1668126]"
24388,9000  132ND ST,"[-122.8568612, 49.1662734]"
24389,9000  140TH ST,"[-122.8345827, 49.1673971]"
24390,9000  142A ST,"[-122.8283336, 49.1665312]"
24391,9000  144TH ST,"[-122.8233571, 49.1669218]"
24392,9000  156A ST,"[-122.7885479, 49.1667663]"
24393,9000 121ST ST,"[-122.8873383, 49.1672763]"
24394,9000 121ST ST ,"[-122.8873383, 49.1672763]"
