,HUNDRED_BLOCK,HUNDRED_BLOCK_GEOCODED
12270,16000 12TH AVE,"[-122.77919, 49.0237425]"
12271,16000 12TH AVE ,"[-122.77919, 49.0237425]"
12272,16000 12TH AVE     ,"[-122.77919, 49.0237425]"
12273,16000 13A AVE,"[-122.7779929, 49.026089]"
12274,16000 13A AVE ,"[-122.7779929, 49.026089]"
12275,16000 14TH AVE,"[-122.7791838, 49.0274113]"
12276,16000 14TH AVE ,"[-122.7791838, 49.0274113]"
12277,16000 14TH AVE     ,"[-122.7791838, 49.0274113]"
12278,16000 16TH AVE,"[-122.779178, 49.0310071]"
12279,16000 16TH AVE ,"[-122.779178, 49.0310071]"
12280,16000 16TH AVE     ,"[-122.779178, 49.0310071]"
12281,16000 24TH AVE,"[-122.7784021, 49.0455014]"
12282,16000 24TH AVE ,"[-122.7784021, 49.0455014]"
12283,16000 24TH AVE     ,"[-122.7784021, 49.0455014]"
12284,16000 27A AVE,"[-122.7788097, 49.0513283]"
12285,16000 27A AVE ,"[-122.7788097, 49.0513283]"
12286,16000 27A AVE     ,"[-122.7788097, 49.0513283]"
12287,16000 28A AVE,"[-122.7779855, 49.0534578]"
12288,16000 28A AVE ,"[-122.7779855, 49.0534578]"
12289,16000 28A AVE     ,"[-122.7779855, 49.0534578]"
12290,16000 28B AVE,"[-122.7763937, 49.0543386]"
12291,16000 28B AVE ,"[-122.7763937, 49.0543386]"
12292,16000 28TH AVE,"[-122.7792132, 49.0527711]"
12293,16000 28TH AVE ,"[-122.7792132, 49.0527711]"
12294,16000 40TH AVE,"[-122.7789875, 49.0745795]"
12295,16000 40TH AVE ,"[-122.7789875, 49.0745795]"
12296,16000 40TH AVE     ,"[-122.7789875, 49.0745795]"
12297,16000 56TH AVE,"[-122.7790691, 49.10439]"
12298,16000 56TH AVE ,"[-122.7790691, 49.10439]"
12299,16000 56TH AVE     ,"[-122.7790691, 49.10439]"
12300,16000 76A AVE,"[-122.7788721, 49.1415007]"
12301,16000 76A AVE     ,"[-122.7788721, 49.1415007]"
12302,16000 77A AVE,"[-122.7788598, 49.1439256]"
12303,16000 77A AVE ,"[-122.7788598, 49.1439256]"
12304,16000 77A AVE     ,"[-122.7788598, 49.1439256]"
12305,16000 77TH AVE     ,"[-122.7772305, 49.1427598]"
12306,16000 78TH AVE,"[-122.7785741, 49.1449089]"
12307,16000 78TH AVE ,"[-122.7785741, 49.1449089]"
12308,16000 79A AVE ,"[-122.7788415, 49.1474167]"
12309,16000 79TH AVE ,"[-122.7776758, 49.1466309]"
12310,16000 79TH AVE     ,"[-122.7776758, 49.1466309]"
12311,16000 80A AVE,"[-122.7788852, 49.1495365]"
12312,16000 80A AVE ,"[-122.7788852, 49.1495365]"
12313,16000 80TH AVE ,"[-122.7788434, 49.1482251]"
12314,16000 80TH AVE     ,"[-122.7788434, 49.1482251]"
12315,16000 82 AVE ,"[-122.7777129, 49.1518181]"
12316,16000 82ND AVE,"[-122.7777129, 49.1518181]"
12317,16000 82ND AVE ,"[-122.7777129, 49.1518181]"
12318,16000 82ND AVE     ,"[-122.7777129, 49.1518181]"
12319,16000 83RD AVE,"[-122.7788955, 49.1535886]"
12320,16000 83RD AVE ,"[-122.7788955, 49.1535886]"
12321,16000 83RD AVE     ,"[-122.7788955, 49.1535886]"
12322,16000 84TH AVE,"[-122.7784951, 49.1554224]"
12323,16000 84TH AVE ,"[-122.7784951, 49.1554224]"
12324,16000 84TH AVE     ,"[-122.7784951, 49.1554224]"
12325,16000 85TH AVE,"[-122.7773096, 49.1576396]"
12326,16000 85TH AVE ,"[-122.7773096, 49.1576396]"
12327,16000 85TH AVE     ,"[-122.7773096, 49.1576396]"
12328,16000 88TH AVE,"[-122.7776837, 49.1627157]"
12329,16000 88TH AVE ,"[-122.7776837, 49.1627157]"
12330,16000 89A AVE,"[-122.778871, 49.1650219]"
12331,16000 89A AVE ,"[-122.778871, 49.1650219]"
12332,16000 89A AVE     ,"[-122.778871, 49.1650219]"
12333,16000 89TH AVE,"[-122.7779019, 49.1641215]"
12334,16000 89TH AVE ,"[-122.7779019, 49.1641215]"
12335,16000 8TH AVE ,"[-122.6773675, 49.0165731]"
12336,16000 90TH AVE,"[-122.7788954, 49.1664175]"
12337,16000 92A AVE,"[-122.7776181, 49.1708764]"
12338,16000 92A AVE ,"[-122.7776181, 49.1708764]"
12339,16000 92ND AVE,"[-122.7781783, 49.1700287]"
12340,16000 92ND AVE ,"[-122.7781783, 49.1700287]"
12341,16000 92ND AVE     ,"[-122.7781783, 49.1700287]"
12342,16000 93 AVE ,"[-122.7775978, 49.1721282]"
12343,16000 93A AVE ,"[-122.7789051, 49.1728656]"
12344,16000 93A AVE     ,"[-122.7789051, 49.1728656]"
12345,16000 93RD AVE,"[-122.7775978, 49.1721282]"
12346,16000 93RD AVE ,"[-122.7775978, 49.1721282]"
12347,16000 95A AVE ,"[-122.7768359, 49.1761187]"
12348,16000 95A AVE     ,"[-122.7768359, 49.1761187]"
12349,16000 96A AVE ,"[-122.7772801, 49.1777269]"
12350,16000 96A AVE     ,"[-122.7772801, 49.1777269]"
12351,16000 96TH AVE,"[-122.7788668, 49.1768661]"
12352,16000 96TH AVE ,"[-122.7788668, 49.1768661]"
12353,16000 98B AVE ,"[-122.7780662, 49.1821808]"
12354,16000 98B AVE     ,"[-122.7780662, 49.1821808]"
12355,16000 99B AVE,"[-122.7786524, 49.1838562]"
12356,16000 99B AVE ,"[-122.7786524, 49.1838562]"
12357,16000 99B AVE     ,"[-122.7786524, 49.1838562]"
12358,16000 99TH AVE ,"[-122.7778561, 49.1829566]"
12359,16000 99TH AVE     ,"[-122.7778561, 49.1829566]"
12360,16000 9TH AVE,"[-122.7792421, 49.0183455]"
12361,16000 9TH AVE ,"[-122.7792421, 49.0183455]"
12362,16000 9TH AVE     ,"[-122.7792421, 49.0183455]"
12363,16000 BEACH RD,"[-122.7751304, 49.0126269]"
12364,16000 BEACH RD ,"[-122.7751304, 49.0126269]"
12365,16000 BLOCK 24TH AVE,"[-122.7784021, 49.0455014]"
12366,16000 BLOCK 40TH AVE    ,"[-122.7789875, 49.0745795]"
12367,16000 BLOCK 64TH AVE,"[-122.7792601, 49.118853]"
12368,16000 BLOCK FRASER HWY,"[-122.7788378, 49.1572249]"
12369,16000 DELSEY PL,"[-122.777146, 49.0668261]"
12370,16000 DELSEY PL ,"[-122.777146, 49.0668261]"
12371,16000 FRASER HWY,"[-122.7788378, 49.1572249]"
12372,16000 FRASER HWY ,"[-122.7788378, 49.1572249]"
12373,16000 FRASER HWY     ,"[-122.7788378, 49.1572249]"
12374,16000 MORGAN CREEK CRES,"[-122.7724633, 49.0665768]"
12375,16000 TRANS CANADA HWY,"[-122.0849994, 49.1271725]"
12376,16000 TRANS CANADA HWY    ,"[-122.0849994, 49.1271725]"
12377,160A ST / 102ND AVE,"[-122.7769031, 49.1877576]"
12378,160A ST / 28B AVE,"[-122.7779905, 49.054053]"
12379,160A ST / 92A AVE,"[-122.7776186, 49.1709124]"
12380,160A ST / 93RD AVE,"[-122.7775977, 49.1721642]"
12381,160A ST / 96A AVE,"[-122.7772781, 49.1777628]"
12382,160TH ST / 100TH AVE,"[-122.7786485, 49.184367]"
12383,160TH ST / 101A AVE,"[-122.7785828, 49.1870374]"
12384,160TH ST / 103RD AVE,"[-122.7785187, 49.1893458]"
12385,160TH ST / 104TH AVE,"[-122.7783902, 49.1908379]"
12386,160TH ST / 104TH AVE ONRP,"[-122.7783902, 49.1908379]"
12387,160TH ST / 108A AVE,"[-122.778678, 49.1997131]"
12388,160TH ST / 108TH AVE,"[-122.7786595, 49.1987927]"
12389,160TH ST / 109TH AVE,"[-122.7786706, 49.2006112]"
12390,160TH ST / 10TH AVE,"[-122.7790681, 49.1045323]"
12391,160TH ST / 110TH AVE,"[-122.7786849, 49.2024227]"
12392,160TH ST / 111TH AVE,"[-122.7786834, 49.2042247]"
12393,160TH ST / 14TH AVE,"[-122.7791839, 49.0274428]"
12394,160TH ST / 160TH ST ONRP,"[-122.778343, 49.1946899]"
12395,160TH ST / 160TH STREET STRD,"[-122.7779298, 49.1918988]"
12396,160TH ST / 16TH AVE,"[-122.7791771, 49.0310656]"
12397,160TH ST / 20TH AVE,"[-122.7791819, 49.0383]"
12398,160TH ST / 24TH AVE,"[-122.7792633, 49.0455935]"
12399,160TH ST / 26TH AVE,"[-122.779215, 49.0492032]"
12400,160TH ST / 28TH AVE,"[-122.7792135, 49.0528071]"
12401,160TH ST / 30TH AVE,"[-122.779183, 49.0563343]"
12402,160TH ST / 32ND AVE,"[-122.7806429, 49.0586416]"
12403,160TH ST / 40TH AVE,"[-122.7791185, 49.0746088]"
12404,160TH ST / 56TH AVE,"[-122.7790681, 49.1045323]"
12405,160TH ST / 76TH AVE,"[-122.7788755, 49.1409002]"
12406,160TH ST / 79A AVE,"[-122.7788411, 49.1474527]"
12407,160TH ST / 80TH AVE,"[-122.778843, 49.1482566]"
12408,160TH ST / 82ND AVE,"[-122.7788908, 49.1518218]"
12409,160TH ST / 83RD AVE,"[-122.7788966, 49.1536178]"
12410,160TH ST / 84TH AVE,"[-122.7788629, 49.1554901]"
12411,160TH ST / 86TH AVE,"[-122.7789154, 49.1590852]"
12412,160TH ST / 88A AVE,"[-122.7788665, 49.1637485]"
12413,160TH ST / 88TH AVE,"[-122.7788631, 49.16275]"
12414,160TH ST / 89A AVE,"[-122.7788718, 49.1650579]"
12415,160TH ST / 89TH AVE,"[-122.7788684, 49.1642558]"
12416,160TH ST / 90TH AVE,"[-122.7788958, 49.1664535]"
12417,160TH ST / 91ST AVE,"[-122.7788852, 49.1682688]"
12418,160TH ST / 92ND AVE,"[-122.7788774, 49.1700634]"
12419,160TH ST / 93A AVE,"[-122.7789042, 49.1729016]"
12420,160TH ST / 96TH AVE,"[-122.7788673, 49.1768976]"
12421,160TH ST / 98TH AVE,"[-122.7787328, 49.1806194]"
12422,160TH ST / COLEBROOK RD,"[-122.7790212, 49.0995701]"
12423,160TH ST / CRANLEY DR,"[-122.7792196, 49.0392979]"
12424,160TH ST / CROYDON DR,"[-122.7792058, 49.0405872]"
12425,160TH ST / FRASER HWY,"[-122.7788126, 49.1573638]"
12426,160TH ST / HUMBERSIDE AVE,"[-122.7791459, 49.0673244]"
12427,160TH ST / KING GEORGE BLVD,"[-122.7792247, 49.0340186]"
12428,160TH ST / LILAC DR,"[-122.7791898, 49.0326026]"
12429,160TH ST / MALL ACCESS,"[-122.7789048, 49.1588821]"
12430,160TH ST / STAYTE RD,"[-122.7791791, 49.0291956]"
12431,160TH ST ONRP / HWY 1 ONRP,"[-122.7452849, 53.913051]"
12432,160TH ST ONRP / TRANS CANADA HWY,"[-122.7778136, 49.1921058]"
12433,160TH STREET STRD / 32ND AVENUE STRD,"[-128.8741609, 52.941826]"
12434,16100  20TH AVE,"[-122.7760738, 49.0382811]"
12435,16100  27A AVE,"[-122.7766186, 49.0512666]"
12436,16100  96TH AVE,"[-122.7744627, 49.1768919]"
12437,16100 108A AVE,"[-122.7759371, 49.1996555]"
12438,16100 108A AVE     ,"[-122.7759371, 49.1996555]"
12439,16100 108TH AVE ,"[-122.7758715, 49.1987784]"
12440,16100 108TH AVE     ,"[-122.7758715, 49.1987784]"
12441,16100 109A AVE,"[-122.7765405, 49.2017054]"
12442,16100 109A AVE ,"[-122.7765405, 49.2017054]"
12443,16100 109A AVE     ,"[-122.7765405, 49.2017054]"
12444,16100 109TH AVE ,"[-122.7758812, 49.2009247]"
12445,16100 109TH AVE     ,"[-122.7758812, 49.2009247]"
12446,16100 10A AVE,"[-122.7746016, 49.0209914]"
12447,16100 10A AVE ,"[-122.7746016, 49.0209914]"
12448,16100 10A AVE     ,"[-122.7746016, 49.0209914]"
12449,16100 10TH AVE,"[-122.7766281, 49.0201719]"
12450,16100 10TH AVE ,"[-122.7766281, 49.0201719]"
12451,16100 10TH AVE     ,"[-122.7766281, 49.0201719]"
12452,16100 110A AVE ,"[-122.7757911, 49.2033338]"
12453,16100 110A AVE     ,"[-122.7757911, 49.2033338]"
12454,16100 110TH AVE,"[-122.7761972, 49.2023989]"
12455,16100 110TH AVE ,"[-122.7761972, 49.2023989]"
12456,16100 111A AVE,"[-122.7760145, 49.205035]"
12457,16100 111A AVE ,"[-122.7760145, 49.205035]"
12458,16100 111A AVE     ,"[-122.7760145, 49.205035]"
12459,16100 111TH AVE,"[-122.7757458, 49.2040603]"
12460,16100 111TH AVE ,"[-122.7757458, 49.2040603]"
12461,16100 111TH AVE     ,"[-122.7757458, 49.2040603]"
12462,16100 112TH AVE,"[-122.7758009, 49.2060684]"
12463,16100 112TH AVE ,"[-122.7758009, 49.2060684]"
12464,16100 112TH AVE     ,"[-122.7758009, 49.2060684]"
12465,16100 113A AVE,"[-122.7772391, 49.2083767]"
12466,16100 11A AVE ,"[-122.7763772, 49.0225319]"
12467,16100 11A AVE     ,"[-122.7763772, 49.0225319]"
12468,16100 11B AVE     ,"[-122.7744324, 49.0233072]"
12469,16100 11TH AVE,"[-122.7752857, 49.0218079]"
12470,16100 12A AVE,"[-122.7765662, 49.0245495]"
12471,16100 12TH AVE,"[-122.7763749, 49.0237731]"
12472,16100 12TH AVE ,"[-122.7763749, 49.0237731]"
12473,16100 13A AVE,"[-122.7763899, 49.0260935]"
12474,16100 13A AVE ,"[-122.7763899, 49.0260935]"
12475,16100 13A AVE     ,"[-122.7763899, 49.0260935]"
12476,16100 13TH AVE,"[-122.7764359, 49.0252821]"
12477,16100 13TH AVE ,"[-122.7764359, 49.0252821]"
12478,16100 13TH AVE     ,"[-122.7764359, 49.0252821]"
12479,16100 14B AVE ,"[-122.7751919, 49.0283005]"
12480,16100 14TH AVE,"[-122.7764591, 49.0274133]"
12481,16100 14TH AVE     ,"[-122.7764591, 49.0274133]"
12482,16100 16A AVE,"[-122.7755141, 49.032436]"
12483,16100 16A AVE     ,"[-122.7755141, 49.032436]"
12484,16100 16TH AVE ,"[-122.7764515, 49.030989]"
12485,16100 20TH AVE,"[-122.7760738, 49.0382811]"
12486,16100 20TH AVE     ,"[-122.7760738, 49.0382811]"
12487,16100 24TH AVE,"[-122.7766614, 49.0455082]"
12488,16100 25TH AVE ,"[-122.7748815, 49.0477995]"
12489,16100 25TH AVE     ,"[-122.7748815, 49.0477995]"
12490,16100 27A AVE,"[-122.7766186, 49.0512666]"
12491,16100 27A AVE ,"[-122.7766186, 49.0512666]"
12492,16100 27A AVE     ,"[-122.7766186, 49.0512666]"
12493,16100 27B AVE,"[-122.7765726, 49.0521749]"
12494,16100 27B AVE ,"[-122.7765726, 49.0521749]"
12495,16100 27TH AVE,"[-122.7730256, 49.0503714]"
12496,16100 27TH AVE ,"[-122.7730256, 49.0503714]"
12497,16100 28A AVE,"[-122.7764207, 49.0534251]"
12498,16100 28A AVE     ,"[-122.7764207, 49.0534251]"
12499,16100 28TH AVE,"[-122.776441, 49.0527835]"
12500,16100 28TH AVE ,"[-122.776441, 49.0527835]"
12501,16100 30TH AVE,"[-122.7772291, 49.056577]"
12502,16100 30TH AVE ,"[-122.7772291, 49.056577]"
12503,16100 31ST AVE,"[-122.775024, 49.0588484]"
12504,16100 31ST AVE ,"[-122.775024, 49.0588484]"
12505,16100 36A AVE,"[-122.7737675, 49.068248]"
12506,16100 40TH AVE,"[-122.7766724, 49.0746182]"
12507,16100 48TH AVE ,"[-122.7738577, 49.0895711]"
12508,16100 56TH AVE,"[-122.7758582, 49.1043822]"
12509,16100 56TH AVE ,"[-122.7758582, 49.1043822]"
12510,16100 56TH AVE     ,"[-122.7758582, 49.1043822]"
12511,16100 60TH AVE ,"[-122.7728636, 49.1115358]"
12512,16100 76A AVE     ,"[-122.7761783, 49.1415099]"
12513,16100 76TH AVE ,"[-122.6741921, 49.1408491]"
12514,16100 78TH AVE,"[-122.776372, 49.1451478]"
12515,16100 79TH AVE ,"[-122.7766743, 49.1467085]"
12516,16100 80A AVE,"[-122.7763923, 49.1490585]"
12517,16100 80A AVE ,"[-122.7763923, 49.1490585]"
12518,16100 80A AVE     ,"[-122.7763923, 49.1490585]"
12519,16100 80TH AVE,"[-122.7763213, 49.1482134]"
12520,16100 80TH AVE ,"[-122.7763213, 49.1482134]"
12521,16100 80TH AVE     ,"[-122.7763213, 49.1482134]"
12522,16100 82ND AVE,"[-122.7746733, 49.1517856]"
12523,16100 82ND AVE ,"[-122.7746733, 49.1517856]"
12524,16100 82ND AVE     ,"[-122.7746733, 49.1517856]"
12525,16100 83RD AVE,"[-122.7755148, 49.1536178]"
12526,16100 83RD AVE ,"[-122.7755148, 49.1536178]"
12527,16100 83RD AVE     ,"[-122.7755148, 49.1536178]"
12528,16100 84TH AVE,"[-122.7759774, 49.1554272]"
12529,16100 84TH AVE ,"[-122.7759774, 49.1554272]"
12530,16100 86B AVE ,"[-122.7759917, 49.1603858]"
12531,16100 86TH AVE,"[-122.7760073, 49.1590378]"
12532,16100 86TH AVE ,"[-122.7760073, 49.1590378]"
12533,16100 86TH AVE     ,"[-122.7760073, 49.1590378]"
12534,16100 87TH AVE,"[-122.775539, 49.1612837]"
12535,16100 88TH AVE ,"[-122.7760172, 49.1627243]"
12536,16100 88TH AVE     ,"[-122.7760172, 49.1627243]"
12537,16100 89A AVE,"[-122.7761076, 49.1650383]"
12538,16100 89A AVE     ,"[-122.7761076, 49.1650383]"
12539,16100 8A AVE,"[-122.7764275, 49.0174565]"
12540,16100 8A AVE ,"[-122.7764275, 49.0174565]"
12541,16100 8TH AVE     ,"[-122.7777793, 49.0165387]"
12542,16100 90B AVE ,"[-122.7737922, 49.1680161]"
12543,16100 90TH AVE,"[-122.7763014, 49.1664398]"
12544,16100 90TH AVE ,"[-122.7763014, 49.1664398]"
12545,16100 90TH AVE     ,"[-122.7763014, 49.1664398]"
12546,16100 92ND AVE,"[-122.7761446, 49.1700398]"
12547,16100 92ND AVE ,"[-122.7761446, 49.1700398]"
12548,16100 92ND AVE     ,"[-122.7761446, 49.1700398]"
12549,16100 93A AVE,"[-122.7761027, 49.1731885]"
12550,16100 93A AVE ,"[-122.7761027, 49.1731885]"
12551,16100 93A AVE     ,"[-122.7761027, 49.1731885]"
12552,16100 94A AVE ,"[-122.7748519, 49.1742383]"
12553,16100 94A AVE     ,"[-122.7748519, 49.1742383]"
12554,16100 95A AVE,"[-122.7760875, 49.1761026]"
12555,16100 95A AVE ,"[-122.7760875, 49.1761026]"
12556,16100 95TH AVE,"[-122.7737642, 49.1750419]"
12557,16100 95TH AVE ,"[-122.7737642, 49.1750419]"
12558,16100 95TH AVE     ,"[-122.7737642, 49.1750419]"
12559,16100 96A AVE,"[-122.7738701, 49.1774012]"
12560,16100 96A AVE     ,"[-122.7738701, 49.1774012]"
12561,16100 96TH AVE,"[-122.7744627, 49.1768919]"
12562,16100 96TH AVE ,"[-122.7744627, 49.1768919]"
12563,16100 96TH AVE     ,"[-122.7744627, 49.1768919]"
12564,16100 9TH AVE,"[-122.7764693, 49.0183496]"
12565,16100 9TH AVE ,"[-122.7764693, 49.0183496]"
12566,16100 BLOCK 40TH AVE,"[-122.7766724, 49.0746182]"
12567,16100 BLOCK 86TH AVE,"[-122.7760073, 49.1590378]"
12568,16100 BROOKSIDE CRT,"[-122.7743067, 49.1939908]"
12569,16100 BROOKSIDE CRT ,"[-122.7743067, 49.1939908]"
12570,16100 BROOKSIDE GRV,"[-122.7742638, 49.195214]"
12571,16100 BROOKSIDE GRV ,"[-122.7742638, 49.195214]"
12572,16100 BROOKSIDE GRV     ,"[-122.7742638, 49.195214]"
12573,16100 CREEKSIDE CRT,"[-122.7741267, 49.1961668]"
12574,16100 CREEKSIDE CRT ,"[-122.7741267, 49.1961668]"
12575,16100 CREEKSIDE CRT     ,"[-122.7741267, 49.1961668]"
12576,16100 CREEKSIDE GRV ,"[-124.1503729, 48.8603926]"
12577,16100 CREEKSIDE GRV     ,"[-124.1503729, 48.8603926]"
12578,16100 FRASER HWY,"[-122.7757841, 49.1561549]"
12579,16100 FRASER HWY ,"[-122.7757841, 49.1561549]"
12580,16100 FRASER HWY     ,"[-122.7757841, 49.1561549]"
12581,16100 GLENBROOK PL ,"[-122.7737354, 49.1930574]"
12582,16100 GLENBROOK PL     ,"[-122.7737354, 49.1930574]"
12583,16100 HIGH PARK AVE,"[-122.7742905, 49.0673748]"
12584,16100 SPRINGSIDE CRT,"[-122.7737506, 49.1978689]"
12585,16100 SPRINGSIDE CRT     ,"[-122.7737506, 49.1978689]"
12586,161A ST / 109TH AVE,"[-122.7749093, 49.2009672]"
12587,161A ST / 110TH AVE,"[-122.7749106, 49.2024314]"
12588,161A ST / 24TH AVE,"[-122.7753306, 49.0455457]"
12589,161A ST / 25TH AVE,"[-122.7748993, 49.0478264]"
12590,161A ST / 89A AVE,"[-122.7750904, 49.1652123]"
12591,161A ST / MALL ACCESS,"[-122.7752468, 49.0461245]"
12592,161A STREET STRD / 25TH AVE,"[-122.7748993, 49.0478264]"
12593,161ST ST / 101A AVE,"[-122.7751582, 49.1864124]"
12594,161ST ST / 102ND AVE,"[-122.7752127, 49.1877629]"
12595,161ST ST / 103RD AVE,"[-122.775276, 49.1891235]"
12596,161ST ST / 24TH AVE,"[-122.7766617, 49.0455397]"
12597,161ST ST / 28B AVE,"[-122.7764016, 49.0543674]"
12598,161ST ST / 83RD AVE,"[-122.7760045, 49.1536727]"
12599,161ST ST / 84TH AVE,"[-122.7759766, 49.1554587]"
12600,161ST ST / 88TH AVE,"[-122.7760176, 49.1627558]"
12601,161ST ST / 89A AVE,"[-122.7761078, 49.1650743]"
12602,161ST ST / 92ND AVE,"[-130.7705855, 54.1786465]"
12603,161ST ST / 93A AVE,"[-122.7761144, 49.1732236]"
12604,161ST ST / 96TH AVE,"[-122.7760571, 49.1769162]"
12605,16200  95A AVE,"[-122.772029, 49.1760891]"
12606,16200 102ND AVE,"[-122.7718587, 49.1877152]"
12607,16200 102ND AVE ,"[-122.7718587, 49.1877152]"
12608,16200 102ND AVE     ,"[-122.7718587, 49.1877152]"
12609,16200 104TH AVE,"[-122.8119168, 49.1915347]"
12610,16200 104TH AVE     ,"[-122.8119168, 49.1915347]"
12611,16200 108A AVE,"[-122.7730702, 49.1996825]"
12612,16200 108A AVE ,"[-122.7730702, 49.1996825]"
12613,16200 108A AVE     ,"[-122.7730702, 49.1996825]"
12614,16200 108TH AVE ,"[-122.7730887, 49.1987954]"
12615,16200 10A AVE,"[-122.773598, 49.020964]"
12616,16200 10A AVE ,"[-122.773598, 49.020964]"
12617,16200 10TH AVE,"[-122.7735705, 49.0201633]"
12618,16200 10TH AVE ,"[-122.7735705, 49.0201633]"
12619,16200 110A AVE,"[-122.7724719, 49.2032248]"
12620,16200 110A AVE     ,"[-122.7724719, 49.2032248]"
12621,16200 110TH AVE ,"[-122.7729838, 49.2024234]"
12622,16200 111A AVE,"[-122.7732662, 49.2051085]"
12623,16200 111A AVE ,"[-122.7732662, 49.2051085]"
12624,16200 111A AVE     ,"[-122.7732662, 49.2051085]"
12625,16200 111TH AVE,"[-122.7730709, 49.2042432]"
12626,16200 111TH AVE ,"[-122.7730709, 49.2042432]"
12627,16200 111TH AVE     ,"[-122.7730709, 49.2042432]"
12628,16200 112B AVE,"[-122.7721043, 49.2071177]"
12629,16200 112TH AVE,"[-122.7730559, 49.2060972]"
12630,16200 112TH AVE ,"[-122.7730559, 49.2060972]"
12631,16200 112TH AVE     ,"[-122.7730559, 49.2060972]"
12632,16200 113TH AVE ,"[-122.7745523, 49.2072509]"
12633,16200 11A AVE ,"[-122.7731086, 49.0231608]"
12634,16200 11A AVE     ,"[-122.7731086, 49.0231608]"
12635,16200 11TH AVE ,"[-122.7708377, 49.0223549]"
12636,16200 13TH AVE,"[-122.7738231, 49.02613]"
12637,16200 13TH AVE ,"[-122.7738231, 49.02613]"
12638,16200 13TH AVE     ,"[-122.7738231, 49.02613]"
12639,16200 14TH AVE,"[-122.7731005, 49.0274088]"
12640,16200 14TH AVE     ,"[-122.7731005, 49.0274088]"
12641,16200 15TH AVE,"[-122.8454294, 49.0293699]"
12642,16200 15TH AVE ,"[-122.8454294, 49.0293699]"
12643,16200 16TH AVE,"[-122.7723663, 49.0306518]"
12644,16200 16TH AVE ,"[-122.7723663, 49.0306518]"
12645,16200 16TH AVE     ,"[-122.7723663, 49.0306518]"
12646,16200 18TH AVE,"[-122.771683, 49.0346429]"
12647,16200 20TH AVE ,"[-122.7736732, 49.0382912]"
12648,16200 20TH AVE     ,"[-122.7736732, 49.0382912]"
12649,16200 23A AVE,"[-122.7738878, 49.044643]"
12650,16200 23A AVE ,"[-122.7738878, 49.044643]"
12651,16200 23A AVE     ,"[-122.7738878, 49.044643]"
12652,16200 24TH AVE,"[-122.7734887, 49.0455706]"
12653,16200 25TH AVE,"[-122.7725892, 49.0480785]"
12654,16200 25TH AVE ,"[-122.7725892, 49.0480785]"
12655,16200 25TH AVE     ,"[-122.7725892, 49.0480785]"
12656,16200 26A AVE,"[-122.7709266, 49.0499145]"
12657,16200 26A AVE ,"[-122.7709266, 49.0499145]"
12658,16200 26B AVE ,"[-122.7719995, 49.0504775]"
12659,16200 26B AVE     ,"[-122.7719995, 49.0504775]"
12660,16200 26TH AVE,"[-122.771912, 49.0492529]"
12661,16200 26TH AVE ,"[-122.771912, 49.0492529]"
12662,16200 27A AVE,"[-122.7732815, 49.0515823]"
12663,16200 27A AVE ,"[-122.7732815, 49.0515823]"
12664,16200 27A AVE     ,"[-122.7732815, 49.0515823]"
12665,16200 28TH AVE,"[-122.7736052, 49.0527966]"
12666,16200 28TH AVE ,"[-122.7736052, 49.0527966]"
12667,16200 29TH AVE,"[-122.7735583, 49.0546066]"
12668,16200 29TH AVE ,"[-122.7735583, 49.0546066]"
12669,16200 30B AVE,"[-122.7724489, 49.0573862]"
12670,16200 30B AVE ,"[-122.7724489, 49.0573862]"
12671,16200 31ST AVE ,"[-122.7727442, 49.0591802]"
12672,16200 31ST AVE     ,"[-122.7727442, 49.0591802]"
12673,16200 36A AVE,"[-122.7736608, 49.0684808]"
12674,16200 36A AVE ,"[-122.7736608, 49.0684808]"
12675,16200 36A AVE     ,"[-122.7736608, 49.0684808]"
12676,16200 40TH AVE,"[-122.7733605, 49.0746673]"
12677,16200 40TH AVE ,"[-122.7733605, 49.0746673]"
12678,16200 48TH AVE     ,"[-122.7736937, 49.0895703]"
12679,16200 50TH AVE ,"[-122.7731968, 49.0931504]"
12680,16200 56TH AVE,"[-122.7737219, 49.1043769]"
12681,16200 58A AVE,"[-122.771122, 49.1088776]"
12682,16200 59TH AVE,"[-122.772127, 49.1097621]"
12683,16200 59TH AVE ,"[-122.772127, 49.1097621]"
12684,16200 60TH AVE,"[-122.7728352, 49.1115408]"
12685,16200 60TH AVE ,"[-122.7728352, 49.1115408]"
12686,16200 60TH AVE     ,"[-122.7728352, 49.1115408]"
12687,16200 61A AVE,"[-122.7719775, 49.1143843]"
12688,16200 61A AVE ,"[-122.7719775, 49.1143843]"
12689,16200 61A AVE     ,"[-122.7719775, 49.1143843]"
12690,16200 77TH AVE,"[-122.7716665, 49.1428483]"
12691,16200 77TH AVE ,"[-122.7716665, 49.1428483]"
12692,16200 77TH AVE     ,"[-122.7716665, 49.1428483]"
12693,16200 78A AVE,"[-122.7710806, 49.1453392]"
12694,16200 78A AVE ,"[-122.7710806, 49.1453392]"
12695,16200 78TH AVE,"[-122.7720805, 49.1445199]"
12696,16200 78TH AVE ,"[-122.7720805, 49.1445199]"
12697,16200 79A AVE,"[-122.773133, 49.1475111]"
12698,16200 79A AVE ,"[-122.773133, 49.1475111]"
12699,16200 79TH AVE,"[-122.7731437, 49.1467996]"
12700,16200 79TH AVE ,"[-122.7731437, 49.1467996]"
