INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Shoplifting,12400 88TH AVE,3,2017,17-33038
Shoplifting,10700 KING GEORGE BLVD,3,2017,17-33943
Shoplifting,10300 152ND ST,3,2017,17-35917
Shoplifting,7500 KING GEORGE BLVD,3,2017,17-36742
Shoplifting,12700 110TH AVE,3,2017,17-36984
Shoplifting,15800 26TH AVE,3,2017,17-38673
Shoplifting,10100 KING GEORGE BLVD,3,2017,17-39176
Shoplifting,7400 KING GEORGE BLVD,3,2017,17-39605
Shoplifting,10300 KING GEORGE BLVD,3,2017,17-40094
Shoplifting,15300 24TH AVE,3,2017,17-40932
Shoplifting,10300 152ND ST,3,2017,17-41123
Shoplifting,10100 KING GEORGE BLVD,3,2017,17-39256
Fatal/Injury Collision,18000 FRASER HWY,3,2017,17-28386
Fatal/Injury Collision,13800 ST / 70TH AVE,3,2017,17-39774
Fatal/Injury Collision,15200 ST / 72ND AVE,3,2017,17-37825
Fatal/Injury Collision,12800 ST / 68TH AVE,2,2017,17-25326
Fatal/Injury Collision,13200 ST / KING GEORGE BLVD,2,2017,17-27680
Fatal/Injury Collision,15200 ST / 96TH AVE,3,2017,17-27937
Fatal/Injury Collision,18800 ST / 54TH AVE,3,2017,17-28908
Fatal/Injury Collision,8800 AVE / 176TH ST,3,2017,17-29186
Fatal/Injury Collision,15300 BLOCK 82ND AVE,3,2017,17-29665
Fatal/Injury Collision,10400 AVE / 140B ST,3,2017,17-29964
Fatal/Injury Collision,12100 72ND AVE,3,2017,17-30605
Fatal/Injury Collision,2300 BLOCK 152ND ST,3,2017,17-31421
Fatal/Injury Collision,10200 KING GEORGE BLVD,3,2017,17-31967
Fatal/Injury Collision,10000 AVE / 152ND ST,3,2017,17-31976
Fatal/Injury Collision,10200 KING GEORGE BLVD,3,2017,17-32488
Fatal/Injury Collision,8600 AVE / 160TH ST,3,2017,17-32978
Fatal/Injury Collision,H00 17 / 104TH AVE,3,2017,17-33021
Fatal/Injury Collision,14800 ST / 104TH AVE,3,2017,17-33064
Fatal/Injury Collision,14000 ST / 72ND AVE,3,2017,17-33584
Fatal/Injury Collision,10800 AVE / CITY PKWY,3,2017,17-34706
Fatal/Injury Collision,13800 103RD AVE,3,2017,17-35334
Fatal/Injury Collision,6500 AVE / 188TH ST,3,2017,17-35353
Fatal/Injury Collision,14300 63A AVE,3,2017,17-35592
Fatal/Injury Collision,FRAS00 HWY / 184TH ST,3,2017,17-35747
Fatal/Injury Collision,14800 ST / 72ND AVE,3,2017,17-35785
Fatal/Injury Collision,3100 KING GEORGE BLVD,3,2017,17-35799
Fatal/Injury Collision,18400 ST / 40TH AVE,3,2017,17-36213
Fatal/Injury Collision,1600 152ND ST,3,2017,17-36239
Fatal/Injury Collision,11000 AVE / 146TH ST,3,2017,17-36452
Fatal/Injury Collision,KI00 GEORGE BLVD / 96TH AVE,3,2017,17-36675
Fatal/Injury Collision,8800 AVE / 160TH ST,3,2017,17-36727
Fatal/Injury Collision,10800 AVE / 148TH ST,3,2017,17-36912
Fatal/Injury Collision,10200 AVE / MALL ACCESS,3,2017,17-37005
Fatal/Injury Collision,13400 ST / 96TH AVE,3,2017,17-39060
Fatal/Injury Collision,14400 ST / 60TH AVE,3,2017,17-39069
Fatal/Injury Collision,10800 AVE / WHALLEY BLVD,3,2017,17-39541
Fatal/Injury Collision,10500 128TH ST,3,2017,17-39895
Fatal/Injury Collision,9300 160TH ST,3,2017,17-40085
Fatal/Injury Collision,13200 ST / 64TH AVE,3,2017,17-40325
Fatal/Injury Collision,7600 AVE / 148TH ST,3,2017,17-40676
Fatal/Injury Collision,10400 AVE / 140TH ST,3,2017,17-40736
Fatal/Injury Collision,HA00 RD / KING GEORGE BLVD,3,2017,17-40790
Fatal/Injury Collision,7200 AVE / 146TH ST,3,2017,17-41366
Fatal/Injury Collision,13200 ST / 64TH AVE,3,2017,17-42043
Fatal/Injury Collision,8400 AVE / 140TH ST,2,2017,17-25445
Fatal/Injury Collision,8000 AVE / KING GEORGE BLVD,3,2017,17-29002
Fatal/Injury Collision,13200 ST / 100TH AVE,3,2017,17-29735
Fatal/Injury Collision,6400 AVE / 160TH ST,3,2017,17-31090
Fatal/Injury Collision,10000 AVE / 140TH ST,3,2017,17-38012
Fatal/Injury Collision,10000 AVE / 151ST ST,3,2017,17-27495
Fatal/Injury Collision,13400 ST / 64TH AVE,3,2017,17-27587
Fatal/Injury Collision,5600 AVE / 182ND ST,3,2017,17-28199
Fatal/Injury Collision,10400 AVE / 148TH ST,3,2017,17-28211
Fatal/Injury Collision,12800 ST / 88TH AVE,3,2017,17-28233
Fatal/Injury Collision,12800 ST / 72ND AVE,3,2017,17-28236
Fatal/Injury Collision,15200 ST / 64TH AVE,3,2017,17-28267
Fatal/Injury Collision,6700 134A ST,3,2017,17-28312
Fatal/Injury Collision,12000 ST / SCOTT RD,3,2017,17-28571
Fatal/Injury Collision,10800 AVE / WHALLEY BLVD,3,2017,17-28579
Fatal/Injury Collision,15100 ST / 96TH AVE,3,2017,17-28677
Fatal/Injury Collision,12400 ST / 80TH AVE,3,2017,17-29242
Fatal/Injury Collision,15200 ST / 56TH AVE,3,2017,17-29350
Fatal/Injury Collision,6200 AVE / KING GEORGE BLVD,3,2017,17-29376
Fatal/Injury Collision,5800 AVE / KING GEORGE BLVD,3,2017,17-29438
Fatal/Injury Collision,10100 128TH ST,3,2017,17-29469
Fatal/Injury Collision,8800 AVE / 130TH ST,3,2017,17-29585
Fatal/Injury Collision,14800 105TH AVE,3,2017,17-29619
Fatal/Injury Collision,12600 ST / 88TH AVE,3,2017,17-29658
Fatal/Injury Collision,13100 ST / KING GEORGE BLVD,3,2017,17-29726
Fatal/Injury Collision,13900 115TH AVE,3,2017,17-29749
Fatal/Injury Collision,19300 TRANS CANADA HWY,3,2017,17-29821
Fatal/Injury Collision,MART00 DR / 16TH AVE,3,2017,17-29955
Fatal/Injury Collision,16000 ST / 96TH AVE,3,2017,17-30138
Fatal/Injury Collision,17600 ST / 32ND AVE,3,2017,17-30304
Fatal/Injury Collision,19000 FRASER HWY,3,2017,17-30358
Fatal/Injury Collision,FRAS00 HWY / 176TH ST,3,2017,17-30462
Fatal/Injury Collision,O00 YALE RD / BRIDGE RD,3,2017,17-30583
Fatal/Injury Collision,9600 AVE / KING GEORGE BLVD,3,2017,17-30670
Fatal/Injury Collision,13400 WATERFORD PL,3,2017,17-30752
Fatal/Injury Collision,8400 AVE / 156TH ST,3,2017,17-30939
Fatal/Injury Collision,14500 84TH AVE,3,2017,17-30950
Fatal/Injury Collision,13200 ST / 96TH AVE,3,2017,17-31039
Fatal/Injury Collision,6400 AVE / 160TH ST,3,2017,17-31090
Fatal/Injury Collision,14000 ST / 90TH AVE,3,2017,17-31225
Fatal/Injury Collision,H00 17 / 104TH AVE OFRP,3,2017,17-31288
Fatal/Injury Collision,15000 ST / 68TH AVE,3,2017,17-31305
Fatal/Injury Collision,2400 AVE / 154TH ST,3,2017,17-31333
Fatal/Injury Collision,16400 64TH AVE,3,2017,17-31341
Fatal/Injury Collision,8800 AVE / 144TH ST,3,2017,17-31519
Fatal/Injury Collision,900 AVE / KING GEORGE BLVD,3,2017,17-31805
Fatal/Injury Collision,12800 ST / KING GEORGE BLVD,3,2017,17-31819
Fatal/Injury Collision,GOLD00 EARS WAY / 192ND ST,3,2017,17-32078
Fatal/Injury Collision,19600 ST / 56TH AVE,3,2017,17-32112
Fatal/Injury Collision,6400 AVE / 122ND ST,3,2017,17-32319
Fatal/Injury Collision,15200 ST / 28TH AVE,3,2017,17-32369
Fatal/Injury Collision,9600 AVE / 137B ST,3,2017,17-32390
Fatal/Injury Collision,15200 ST / 32ND AVE,3,2017,17-32658
Fatal/Injury Collision,15600 ST / KILKENNY DR,3,2017,17-32680
Fatal/Injury Collision,19200 ST / 56TH AVE,3,2017,17-32881
Fatal/Injury Collision,2100 AVE / 191ST ST,3,2017,17-32900
Fatal/Injury Collision,9400 134TH ST,3,2017,17-32920
Fatal/Injury Collision,10100 AVE / 152ND ST,3,2017,17-32944
Fatal/Injury Collision,15200 ST / 92ND AVE,3,2017,17-33085
Fatal/Injury Collision,8800 AVE / 140TH ST,3,2017,17-33116
Fatal/Injury Collision,9600 AVE / 132ND ST,3,2017,17-33225
Fatal/Injury Collision,1000 AVE / KING GEORGE BLVD,3,2017,17-33556
Fatal/Injury Collision,17600 ST / 64TH AVE,3,2017,17-33589
Fatal/Injury Collision,7300 146TH ST,3,2017,17-33631
Fatal/Injury Collision,4000 AVE / 168TH ST,3,2017,17-33633
Fatal/Injury Collision,H00 17 / BRIDGEVIEW DR,3,2017,17-33746
Fatal/Injury Collision,10400 AVE / 156TH ST,3,2017,17-33879
Fatal/Injury Collision,14800 ST / 96TH AVE,3,2017,17-33954
Fatal/Injury Collision,9700 192ND ST,3,2017,17-34320
Fatal/Injury Collision,13200 ST / 88TH AVE,3,2017,17-34431
Fatal/Injury Collision,KI00 GEORGE BLVD / 77TH AVE,3,2017,17-34486
Fatal/Injury Collision,10300 152ND ST,3,2017,17-34497
Fatal/Injury Collision,800 AVE / KING GEORGE BLVD,3,2017,17-34677
Fatal/Injury Collision,19200 56TH AVE,3,2017,17-34737
Fatal/Injury Collision,15200 ST / 102A AVE,3,2017,17-34779
Fatal/Injury Collision,13200 ST / 76TH AVE,3,2017,17-34937
Fatal/Injury Collision,7600 AVE / 152ND ST,3,2017,17-35004
Fatal/Injury Collision,6800 147TH ST,3,2017,17-35113
Fatal/Injury Collision,9300 AVE / 156TH ST,3,2017,17-35195
Fatal/Injury Collision,15300 24TH AVE,3,2017,17-35325
Fatal/Injury Collision,15000 ST / 70A AVE,3,2017,17-35432
Fatal/Injury Collision,8100 192ND ST,3,2017,17-35499
Fatal/Injury Collision,10100 KING GEORGE BLVD,3,2017,17-35503
Fatal/Injury Collision,18800 ST / FRASER HWY,3,2017,17-35509
Fatal/Injury Collision,8800 AVE / KING GEORGE BLVD,3,2017,17-35707
Fatal/Injury Collision,2400 AVE / KING GEORGE BLVD,3,2017,17-35743
Fatal/Injury Collision,12800 ST / 86TH AVE,3,2017,17-35794
Fatal/Injury Collision,11300 LANSDOWNE DR,3,2017,17-36168
Fatal/Injury Collision,5800 AVE / 122ND ST,3,2017,17-36174
Fatal/Injury Collision,16800 ST / 88TH AVE,3,2017,17-36289
Fatal/Injury Collision,18800 ST / 60TH AVE,3,2017,17-36803
Fatal/Injury Collision,10400 AVE / KING GEORGE BLVD,3,2017,17-36833
Fatal/Injury Collision,FRAS00 HWY / 168TH ST,3,2017,17-37007
Fatal/Injury Collision,8800 160A ST,3,2017,17-37008
Fatal/Injury Collision,18600 BLOCK 16TH AVE,3,2017,17-37086
Fatal/Injury Collision,10200 AVE / 140TH ST,3,2017,17-37279
Fatal/Injury Collision,600 AVE / 142ND ST,3,2017,17-37294
Fatal/Injury Collision,900 AVE / 160TH ST,3,2017,17-37312
Fatal/Injury Collision,7600 AVE / KING GEORGE BLVD,3,2017,17-37371
Fatal/Injury Collision,10200 AVE / KING GEORGE BLVD,3,2017,17-37683
Fatal/Injury Collision,15200 ST / 56TH AVE,3,2017,17-37699
Fatal/Injury Collision,10400 BLOCK 152ND ST,3,2017,17-37808
Fatal/Injury Collision,6400 AVE / 177B ST,3,2017,17-37860
Fatal/Injury Collision,2400 AVE / 176TH ST,3,2017,17-37874
Fatal/Injury Collision,8000 AVE / 176TH ST,3,2017,17-38010
Fatal/Injury Collision,15600 ST / 16TH AVE,3,2017,17-38047
Fatal/Injury Collision,7200 AVE / 140TH ST,3,2017,17-38175
Fatal/Injury Collision,16000 ST / FRASER HWY,3,2017,17-38182
Fatal/Injury Collision,8400 AVE / 147TH ST,3,2017,17-38383
Fatal/Injury Collision,8200 AVE / 154B ST,3,2017,17-38542
Fatal/Injury Collision,WHALL00 BLVD / 104TH AVE,3,2017,17-38600
Fatal/Injury Collision,19200 96TH AVE,3,2017,17-38791
Fatal/Injury Collision,15200 104TH AVE,3,2017,17-38959
Fatal/Injury Collision,13600 97A AVE,3,2017,17-38977
Fatal/Injury Collision,6400 128TH ST,3,2017,17-39036
Fatal/Injury Collision,H00 17 / 104TH AVE,3,2017,17-39058
Fatal/Injury Collision,15200 ST / 56TH AVE,3,2017,17-39171
Fatal/Injury Collision,15800 24TH AVE,3,2017,17-39220
Fatal/Injury Collision,13200 ST / 86TH AVE,3,2017,17-39238
Fatal/Injury Collision,13700 112TH AVE,3,2017,17-39342
Fatal/Injury Collision,14300 103RD AVE,3,2017,17-39375
Fatal/Injury Collision,1200 ST / 99TH AVE,3,2017,17-39615
Fatal/Injury Collision,12600 112A AVE,3,2017,17-39685
Fatal/Injury Collision,9600 AVE / KING GEORGE BLVD,3,2017,17-39740
Fatal/Injury Collision,8800 AVE / 176TH ST,3,2017,17-39914
Fatal/Injury Collision,10400 AVE / SCOTT RD,3,2017,17-39988
Fatal/Injury Collision,13300 115TH AVE,3,2017,17-40141
Fatal/Injury Collision,17800 56TH AVE,3,2017,17-40155
Fatal/Injury Collision,15200 ST / 56TH AVE,3,2017,17-40156
Fatal/Injury Collision,TANNE00 RD / TIMBERLAND RD,3,2017,17-40331
Fatal/Injury Collision,KI00 GEORGE BLVD / COLEBROOK RD,3,2017,17-40371
Fatal/Injury Collision,9300 BLOCK 128TH ST,3,2017,17-40394
Fatal/Injury Collision,15200 ST / 32ND AVE,3,2017,17-40420
Fatal/Injury Collision,14800 ST / 76TH AVE,3,2017,17-40544
Fatal/Injury Collision,KI00 GEORGE BLVD / 56TH AVE,3,2017,17-40670
Fatal/Injury Collision,15200 ST / 84TH AVE,3,2017,17-40728
Fatal/Injury Collision,7900 124TH ST,3,2017,17-40889
Fatal/Injury Collision,14000 ST / 16TH AVE,3,2017,17-41031
Fatal/Injury Collision,5600 BLOCK KING GEORGE BLVD,3,2017,17-41189
Fatal/Injury Collision,15200 ST / 64TH AVE,3,2017,17-41338
Fatal/Injury Collision,10900 SCOTT RD,3,2017,17-41554
Fatal/Injury Collision,10400 AVE / 156TH ST,3,2017,17-41648
Fatal/Injury Collision,MART00 DR / 16TH AVE,3,2017,17-41921
Fatal/Injury Collision,1400 ST / 110A AVE,3,2017,17-42055
Fatal/Injury Collision,KI00 GEORGE BLVD / 106TH AVE,1,2017,17-9058
Fatal/Injury Collision,12400 113TH AVE,1,2017,17-12990
Fatal/Injury Collision,9300 AVE / 152ND ST,2,2017,17-23636
Fatal/Injury Collision,13200 ST / 60TH AVE,3,2017,17-27809
Fatal/Injury Collision,7200 AVE / 145A ST,3,2017,17-28140
Fatal/Injury Collision,18400 ST / 72ND AVE,3,2017,17-28448
Fatal/Injury Collision,15200 ST / 64TH AVE,3,2017,17-28727
Fatal/Injury Collision,13200 ST / 80TH AVE,3,2017,17-28748
Fatal/Injury Collision,16400 ST / 84TH AVE,3,2017,17-29119
Fatal/Injury Collision,3200 AVE / MALL ACCESS,3,2017,17-29162
Fatal/Injury Collision,12800 ST / KING GEORGE BLVD,3,2017,17-30191
Fatal/Injury Collision,9000 150TH ST,3,2017,17-30384
Fatal/Injury Collision,8200 AVE / 124TH ST,3,2017,17-30538
Fatal/Injury Collision,13000 ST / BRIDGEVIEW DR ONRP,3,2017,17-30791
Fatal/Injury Collision,17600 ST / 104TH AVE,3,2017,17-31298
Fatal/Injury Collision,13400 98TH AVE,3,2017,17-31355
Fatal/Injury Collision,8200 AVE / 124TH ST,3,2017,17-32061
Fatal/Injury Collision,10800 AVE / KING GEORGE BLVD,3,2017,17-32063
Fatal/Injury Collision,12400 ST / 72ND AVE,3,2017,17-33538
Fatal/Injury Collision,12800 ST / 84TH AVE,3,2017,17-33544
Fatal/Injury Collision,15100 ST / 97TH AVE,3,2017,17-33643
Fatal/Injury Collision,12800 ST / 104TH AVE,3,2017,17-33684
Fatal/Injury Collision,6400 AVE / KING GEORGE BLVD,3,2017,17-33715
Fatal/Injury Collision,8500 149A ST,3,2017,17-34220
Fatal/Injury Collision,17600 ST / 56TH AVE,3,2017,17-34743
Fatal/Injury Collision,17600 ST / 80TH AVE,3,2017,17-34914
Fatal/Injury Collision,19200 ST / 88TH AVE,3,2017,17-34972
Fatal/Injury Collision,15200 ST / 17TH AVE,3,2017,17-35477
Fatal/Injury Collision,13100 106TH AVE,3,2017,17-35521
Fatal/Injury Collision,600 AVE / 150TH ST,3,2017,17-35796
Fatal/Injury Collision,7700 140TH ST,3,2017,17-37838
Fatal/Injury Collision,10200 161ST ST,3,2017,17-37841
Fatal/Injury Collision,10000 AVE / PARK DR,3,2017,17-37950
Fatal/Injury Collision,KI00 GEORGE BLVD / 62ND AVE,3,2017,17-38348
Fatal/Injury Collision,8900 146A ST,3,2017,17-38984
Fatal/Injury Collision,7600 AVE / 146TH ST,3,2017,17-39173
Fatal/Injury Collision,6400 AVE / 190TH ST,3,2017,17-41283
Fatal/Injury Collision,KI00 GEORGE BLVD / 72ND AVE,3,2017,17-41699
Fatal/Injury Collision,FRAS00 HWY / 144TH ST,3,2017,17-41894
Fatal/Injury Collision,19200 ST / COLEBROOK RD,3,2017,17-41417
Fatal/Injury Collision,8900 189TH ST,3,2017,17-36118
Fatal/Injury Collision,7900 152ND ST,3,2017,17-37101
Fatal/Injury Collision,H00 17 / 104TH AVE,3,2017,17-41120
Fatal/Injury Collision,KI00 GEORGE BLVD / 68TH AVE,2,2017,17-25850
Fatal/Injury Collision,7200 AVE / KING GEORGE BLVD,2,2017,17-25860
Fatal/Injury Collision,KI00 GEORGE BLVD / 72ND AVE,2,2017,17-25913
Fatal/Injury Collision,TRA00 CANADA HWY / 160TH ST ONRP,2,2017,17-26149
Fatal/Injury Collision,19200 ST / 96TH AVE,2,2017,17-26581
Fatal/Injury Collision,4000 AVE / 176TH ST,2,2017,17-26589
Fatal/Injury Collision,1400 ST / 76TH AVE,2,2017,17-26611
Fatal/Injury Collision,14000 56TH AVE,2,2017,17-26627
Fatal/Injury Collision,8400 AVE / 121A ST,2,2017,17-26722
Fatal/Injury Collision,FRAS00 HWY / 168TH ST,2,2017,17-26856
Fatal/Injury Collision,2600 184TH ST,2,2017,17-26859
Fatal/Injury Collision,1200 ST / 72ND AVE,2,2017,17-27212
Fatal/Injury Collision,18400 ST / 64TH AVE,2,2017,17-27307
Fatal/Injury Collision,16100 ST / 84TH AVE,3,2017,17-27529
Fatal/Injury Collision,13200 ST / 95A AVE,3,2017,17-27572
Fatal/Injury Collision,7200 AVE / 152ND ST,3,2017,17-27624
Fatal/Injury Collision,FRAS00 HWY / 184TH ST,3,2017,17-27713
Fatal/Injury Collision,NORD00 WAY / 88TH AVE,3,2017,17-27815
Fatal/Injury Collision,12700 64TH AVE,3,2017,17-27825
Fatal/Injury Collision,13200 ST / 64TH AVE,3,2017,17-28105
Fatal/Injury Collision,BRIDGEVI00 DR / 128TH ST,3,2017,17-28163
Fatal/Injury Collision,10400 AVE / 139TH ST,3,2017,17-28205
Fatal/Injury Collision,12800 ST / 96TH AVE,3,2017,17-28258
Fatal/Injury Collision,12900 107TH AVE,3,2017,17-28401
Fatal/Injury Collision,1600 AVE / 176TH ST,3,2017,17-28496
Fatal/Injury Collision,FRAS00 HWY / 170TH ST,3,2017,17-28646
Fatal/Injury Collision,7700 147TH ST,3,2017,17-28746
Fatal/Injury Collision,9200 126TH ST,3,2017,17-28794
Fatal/Injury Collision,9600 AVE / KING GEORGE BLVD,3,2017,17-28810
Fatal/Injury Collision,13000 ST / 72ND AVE,3,2017,17-29050
Fatal/Injury Collision,10300 152ND ST,3,2017,17-29067
Fatal/Injury Collision,14800 ST / FRASER HWY,3,2017,17-29083
Fatal/Injury Collision,FRAS00 HWY / 148TH ST,3,2017,17-29087
Fatal/Injury Collision,8200 148B ST,3,2017,17-29135
Fatal/Injury Collision,14600 104TH AVE,3,2017,17-29219
Fatal/Injury Collision,19200 ST / 96TH AVE,3,2017,17-29252
Fatal/Injury Collision,15200 ST / 56TH AVE,3,2017,17-29322
Fatal/Injury Collision,9600 AVE / 168TH ST,3,2017,17-29447
Fatal/Injury Collision,3200 AVE / 32ND AVE ONRP,3,2017,17-29492
Fatal/Injury Collision,14800 ST / 76TH AVE,3,2017,17-29572
Fatal/Injury Collision,3200 AVE / 160TH ST,3,2017,17-29611
Fatal/Injury Collision,10300 152ND ST,3,2017,17-29649
Fatal/Injury Collision,FRAS00 HWY / HARVIE RD,3,2017,17-29710
Fatal/Injury Collision,13900 FRASER HWY,3,2017,17-29748
Fatal/Injury Collision,H00 17 / 104TH AVE,3,2017,17-29754
Fatal/Injury Collision,3200 AVE / 176TH ST,3,2017,17-29822
Fatal/Injury Collision,15900 TRANS CANADA HWY,3,2017,17-29824
Fatal/Injury Collision,12100 BLOCK 72ND AVE,3,2017,17-29828
Fatal/Injury Collision,6400 AVE / KING GEORGE BLVD,3,2017,17-29834
Fatal/Injury Collision,12100 ST / 100A AVE,3,2017,17-29848
Fatal/Injury Collision,17400 ST / 104TH AVE,3,2017,17-29850
Fatal/Injury Collision,6200 BLOCK 144TH ST,3,2017,17-29859
Fatal/Injury Collision,10300 SCOTT RD,3,2017,17-29869
Fatal/Injury Collision,15800 ST / 82ND AVE,3,2017,17-29877
Fatal/Injury Collision,12800 ST / 99TH AVE,3,2017,17-29926
Fatal/Injury Collision,15200 ST / 88TH AVE,3,2017,17-29999
Fatal/Injury Collision,9600 AVE / KING GEORGE BLVD,3,2017,17-30050
Fatal/Injury Collision,16800 ST / 64TH AVE,3,2017,17-30178
Fatal/Injury Collision,TANNE00 RD OFRP / HWY 17,3,2017,17-30268
Fatal/Injury Collision,10200 BLOCK KING GEORGE BLVD,3,2017,17-30319
Fatal/Injury Collision,19000 FRASER HWY,3,2017,17-30372
Fatal/Injury Collision,8000 AVE / 192ND ST,3,2017,17-30410
Fatal/Injury Collision,8800 AVE / HARVIE RD,3,2017,17-30482
Fatal/Injury Collision,14000 ST / 74TH AVE,3,2017,17-30535
Fatal/Injury Collision,8500 KING GEORGE BLVD,3,2017,17-30536
Fatal/Injury Collision,7200 AVE / 138TH ST,3,2017,17-30569
Fatal/Injury Collision,14400 ST / 67A AVE,3,2017,17-30651
Fatal/Injury Collision,12200 KING GEORGE BLVD,3,2017,17-30804
Fatal/Injury Collision,8800 AVE / 148TH ST,3,2017,17-30820
Fatal/Injury Collision,10700 146TH ST,3,2017,17-31022
Fatal/Injury Collision,10700 KING GEORGE BLVD,3,2017,17-31027
Fatal/Injury Collision,12800 ST / 66TH AVE,3,2017,17-31042
Fatal/Injury Collision,16800 ST / 63RD AVE,3,2017,17-31096
Fatal/Injury Collision,2400 AVE / KING GEORGE BLVD,3,2017,17-31098
Fatal/Injury Collision,5600 AVE / 180TH ST,3,2017,17-31350
Fatal/Injury Collision,18400 ST / 68TH AVE,3,2017,17-31498
Fatal/Injury Collision,19500 94TH AVE,3,2017,17-31505
Fatal/Injury Collision,8600 AVE / 128TH ST,3,2017,17-31549
Fatal/Injury Collision,CLOVERDA00 BPS / 58TH AVE,3,2017,17-31592
Fatal/Injury Collision,10000 AVE / 141ST ST,3,2017,17-31708
Fatal/Injury Collision,15200 ST / 56TH AVE,3,2017,17-31709
Fatal/Injury Collision,12600 66TH AVE,3,2017,17-31892
Fatal/Injury Collision,5800 AVE / 177B ST,3,2017,17-31903
Fatal/Injury Collision,12800 ST / 88TH AVE,3,2017,17-31944
Fatal/Injury Collision,14400 ST / 84TH AVE,3,2017,17-32122
Fatal/Injury Collision,19600 ST / 56TH AVE,3,2017,17-32139
Fatal/Injury Collision,900 160TH ST,3,2017,17-32340
Fatal/Injury Collision,SCO00 RD / 103A AVE,3,2017,17-32402
Fatal/Injury Collision,8200 134TH ST,3,2017,17-32410
Fatal/Injury Collision,10400 AVE / 168TH ST,3,2017,17-32529
Fatal/Injury Collision,KI00 GEORGE BLVD / 79TH AVE,3,2017,17-32530
Fatal/Injury Collision,7900 145TH ST,3,2017,17-32621
Fatal/Injury Collision,8400 AVE / 160TH ST,3,2017,17-32656
Fatal/Injury Collision,13300 OLD YALE RD,3,2017,17-32926
Fatal/Injury Collision,10000 AVE / 152ND ST,3,2017,17-32927
Fatal/Injury Collision,9600 AVE / 134TH ST,3,2017,17-33082
Fatal/Injury Collision,KI00 RD / 116TH AVE,3,2017,17-33233
Fatal/Injury Collision,KI00 GEORGE BLVD / 80TH AVE,3,2017,17-33238
Fatal/Injury Collision,KI00 GEORGE BLVD / 72ND AVE,3,2017,17-33385
Fatal/Injury Collision,7800 AVE / 132ND ST,3,2017,17-33398
Fatal/Injury Collision,7600 AVE / HURDLE CRES,3,2017,17-33406
Fatal/Injury Collision,16800 ST / 64TH AVE,3,2017,17-33500
Fatal/Injury Collision,12300 99TH AVE,3,2017,17-34065
Fatal/Injury Collision,12200 KING GEORGE BLVD,3,2017,17-34129
Fatal/Injury Collision,10400 AVE / SCOTT RD,3,2017,17-34229
Fatal/Injury Collision,H00 99 / 32ND AVE ONRP,3,2017,17-34343
Fatal/Injury Collision,6500 KING GEORGE BLVD,3,2017,17-34468
Fatal/Injury Collision,13400 102ND AVE,3,2017,17-34597
Fatal/Injury Collision,15100 36TH AVE,3,2017,17-34752
Fatal/Injury Collision,10400 AVE / 152ND ST,3,2017,17-34828
Fatal/Injury Collision,10400 AVE / 152ND ST,3,2017,17-34846
Fatal/Injury Collision,15200 ST / 76TH AVE,3,2017,17-34938
Fatal/Injury Collision,10200 154TH ST,3,2017,17-34946
Fatal/Injury Collision,6600 AVE / 184A ST,2,2017,17-35416
Fatal/Injury Collision,TRA00 CANADA HWY / 160TH ST ONRP,3,2017,17-35693
Fatal/Injury Collision,13500 72ND AVE,3,2017,17-35880
Fatal/Injury Collision,6800 AVE / 148TH ST,3,2017,17-35910
Fatal/Injury Collision,9000 KING GEORGE BLVD,3,2017,17-36270
Fatal/Injury Collision,800 AVE / 184TH ST,3,2017,17-36279
Fatal/Injury Collision,KI00 GEORGE BLVD / 74TH AVE,3,2017,17-36346
Fatal/Injury Collision,KI00 GEORGE BLVD / 56TH AVE,3,2017,17-36353
Fatal/Injury Collision,2400 KING GEORGE BLVD,3,2017,17-36355
Fatal/Injury Collision,5600 AVE / 168TH ST,3,2017,17-36660
Fatal/Injury Collision,15300 FRASER HWY,3,2017,17-36756
Fatal/Injury Collision,10000 AVE / 144TH ST,3,2017,17-36760
Fatal/Injury Collision,2400 AVE / 160TH ST,3,2017,17-36846
Fatal/Injury Collision,15200 ST / 104TH AVE,3,2017,17-36873
Fatal/Injury Collision,12200 91A AVE,3,2017,17-37077
Fatal/Injury Collision,14300 108TH AVE,3,2017,17-37239
Fatal/Injury Collision,10400 AVE / 152ND ST,3,2017,17-37290
Fatal/Injury Collision,12800 ST / 64TH AVE,3,2017,17-37299
Fatal/Injury Collision,13400 72ND AVE,3,2017,17-37626
Fatal/Injury Collision,10300 152ND ST,3,2017,17-37646
Fatal/Injury Collision,9600 AVE / 186TH ST,3,2017,17-37736
Fatal/Injury Collision,15200 ST / 88TH AVE,3,2017,17-37944
Fatal/Injury Collision,3200 AVE / 160TH ST,3,2017,17-38253
Fatal/Injury Collision,FRAS00 HWY / 144TH ST,3,2017,17-38261
Fatal/Injury Collision,14400 BLOCK 72ND AVE,3,2017,17-38350
Fatal/Injury Collision,9700 126TH ST,3,2017,17-38408
Fatal/Injury Collision,FRAS00 HWY / 96TH AVE,3,2017,17-38507
Fatal/Injury Collision,8000 AVE / 130TH ST,3,2017,17-38689
Fatal/Injury Collision,8800 AVE / FRASER HWY,3,2017,17-38694
Fatal/Injury Collision,19500 56TH AVE,3,2017,17-38736
Fatal/Injury Collision,16800 ST / 88TH AVE,3,2017,17-38745
Fatal/Injury Collision,16000 ST / KING GEORGE BLVD,3,2017,17-38848
